Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Final URL,Impr.,Interactions,Interaction rate,Currency code,Avg. cost,Cost,Quality Score,Exp. CTR,Landing page exp.,Ad relevance,Clicks,Conv. rate,Conversions,Avg. CPC,Cost / conv.
Enabled,"""deck company middleburg""",Phrase match,loudoun decks,Deck Builder - Middleburg,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""composite deck broadlands""",Phrase match,loudoun decks,Deck Builder - Broadlands,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck builders lansdowne""",Phrase match,loudoun decks,Deck Builder - Lansdowne,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck contractor lansdowne""",Phrase match,loudoun decks,Deck Builder - Lansdowne,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck builders near me],Exact match,loudoun decks,Deck Builder - Middleburg,Not eligible,campaign paused,,220,3,1.36%,USD,10.14,30.41,3,Below average,Average,Below average,3,0.00%,0.00,10.14,0.00
Enabled,"""trex deck middleburg""",Phrase match,loudoun decks,Deck Builder - Middleburg,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck installation middleburg""",Phrase match,loudoun decks,Deck Builder - Middleburg,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck contractor arcola],Exact match,loudoun decks,Deck Builder - Arcola,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck builder near me],Exact match,loudoun decks,Deck Builder - Purcellville,Not eligible,campaign paused,,6,0,0.00%,USD,0,0.00,4,Below average,Average,Average,0,0.00%,0.00,0,0.00
Enabled,"""custom deck purcellville""",Phrase match,loudoun decks,Deck Builder - Purcellville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck builders purcellville""",Phrase match,loudoun decks,Deck Builder - Purcellville,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck installation purcellville va],Exact match,loudoun decks,Deck Builder - Purcellville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""trex deck purcellville""",Phrase match,loudoun decks,Deck Builder - Purcellville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""composite deck purcellville""",Phrase match,loudoun decks,Deck Builder - Purcellville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[composite deck builder purcellville],Exact match,loudoun decks,Deck Builder - Purcellville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck company purcellville""",Phrase match,loudoun decks,Deck Builder - Purcellville,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck installation purcellville""",Phrase match,loudoun decks,Deck Builder - Purcellville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[custom deck builder purcellville],Exact match,loudoun decks,Deck Builder - Purcellville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing purcellville],Exact match,loudoun decks,Deck Builder - Purcellville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck builders purcellville va],Exact match,loudoun decks,Deck Builder - Purcellville,Not eligible,campaign paused,,0,0, --,USD,0,0.00,4,Below average,Average,Average,0,0.00%,0.00,0,0.00
Enabled,[deck builder purcellville],Exact match,loudoun decks,Deck Builder - Purcellville,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck contractor purcellville va],Exact match,loudoun decks,Deck Builder - Purcellville,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck replacement purcellville""",Phrase match,loudoun decks,Deck Builder - Purcellville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck contractor purcellville""",Phrase match,loudoun decks,Deck Builder - Purcellville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[trex deck builder purcellville],Exact match,loudoun decks,Deck Builder - Purcellville,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""custom deck aldie""",Phrase match,loudoun decks,Deck Builder - Aldie,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[trex deck contractor],Exact match,Fairfax-Search-Search - Deck Leads - VA - May 2025,Composite Decks,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck builder near me],Exact match,loudoun decks,Deck Builder - Aldie,Not eligible,low quality; campaign paused,,73,3,4.11%,USD,3.42,10.25,2,Below average,Below average,Average,3,0.00%,0.00,3.42,0.00
Enabled,[trex deck builder aldie],Exact match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,deck repair and restoration,Broad match,Deck Repair - Loudoun County,Deck Renovation,Not eligible,campaign paused,,77,6,7.79%,USD,7.03,42.17, --, --, --, --,6,0.00%,0.00,7.03,0.00
Enabled,restore trex decking,Broad match,Deck Repair - Loudoun County,Deck Renovation,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[fix composite deck],Exact match,Deck Repair - Loudoun County,Composite - Trex Repair,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[trex deck repair contractor],Exact match,Deck Repair - Loudoun County,Composite - Trex Repair,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[trex deck maintenance],Exact match,Deck Repair - Loudoun County,Composite - Trex Repair,Not eligible,campaign paused,,17,1,5.88%,USD,4.61,4.61, --, --, --, --,1,0.00%,0.00,4.61,0.00
Enabled,[composite deck repair contractor],Exact match,Deck Repair - Loudoun County,Composite - Trex Repair,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[trex deck repair near me],Exact match,Deck Repair - Loudoun County,Composite - Trex Repair,Not eligible,campaign paused,,90,3,3.33%,USD,4.16,12.48,4,Below average,Average,Average,3,0.00%,0.00,4.16,0.00
Enabled,[composite decking repair],Exact match,Deck Repair - Loudoun County,Composite - Trex Repair,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[composite deck repair near me],Exact match,Deck Repair - Loudoun County,Composite - Trex Repair,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[composite deck restoration],Exact match,Deck Repair - Loudoun County,Composite - Trex Repair,Not eligible,campaign paused,,1,1,100.00%,USD,0.26,0.26, --, --, --, --,1,0.00%,0.00,0.26,0.00
Enabled,[deck installation aldie va],Exact match,loudoun decks,Deck Builder - Aldie,Not eligible,campaign paused,,20,3,15.00%,USD,12.85,38.55, --, --, --, --,3,0.00%,0.00,12.85,0.00
Enabled,[deck builder aldie],Exact match,loudoun decks,Deck Builder - Aldie,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""trex deck aldie""",Phrase match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck installation aldie""",Phrase match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck replacement aldie""",Phrase match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck contractor aldie""",Phrase match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck contractor aldie va],Exact match,loudoun decks,Deck Builder - Aldie,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck builders aldie""",Phrase match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[custom deck builder aldie],Exact match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing aldie],Exact match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""composite deck aldie""",Phrase match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck builders aldie va],Exact match,loudoun decks,Deck Builder - Aldie,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[composite decking near me],Exact match,Fairfax-Search-Search - Deck Leads - VA - May 2025,Composite Decks,Not eligible,campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck company aldie],Exact match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck company aldie va],Exact match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[composite deck builder aldie],Exact match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck company aldie""",Phrase match,loudoun decks,Deck Builder - Aldie,Not eligible,rarely served; campaign paused,,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[convert wood deck to composite],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""upgrade wood deck to composite""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Not eligible,rarely served,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""wood to composite deck""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[wood deck to trex],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""replace wood deck with composite""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[replace wood deck with composite],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[replace deck boards with composite],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Eligible,,https://www.ldndecks.com/services/deck-replacement/,1,0,0.00%,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""convert wood deck to composite""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""replace wood deck with trex""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""wood deck to trex""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[wood to composite deck],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""replace pressure treated deck with composite""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Not eligible,rarely served,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""replace deck boards with composite""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Replace Wood With Composite,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck replacement],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Eligible,,https://www.ldndecks.com/services/deck-replacement/,2,0,0.00%,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""replace old deck""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck replacement prince william county""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Not eligible,rarely served,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""wood deck replacement""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck replacement company""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Eligible,,https://www.ldndecks.com/services/deck-replacement/,1,0,0.00%,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck rebuild contractor],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck replacement fairfax county""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Not eligible,rarely served,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck rebuild contractor""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck replacement loudoun county""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Not eligible,rarely served,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck replacement contractor""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Eligible,,https://www.ldndecks.com/services/deck-replacement/,21,2,9.52%,USD,41.85,83.69, --, --, --, --,2,0.00%,0.00,41.85,0.00
Enabled,"""deck replacement""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Eligible,,https://www.ldndecks.com/services/deck-replacement/,16,1,6.25%,USD,10.90,10.90, --, --, --, --,1,0.00%,0.00,10.90,0.00
Enabled,[deck replacement contractor],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck replacement near me],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[replace old deck],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck replacement near me""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Replacement,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[composite deck resurfacing],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck resurfacing fairfax county""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Not eligible,rarely served,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck board replacement composite""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck resurfacing""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,2,0,0.00%,USD,0,0.00,3,Below average,Below average,Above average,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,7,1,14.29%,USD,10.26,10.26,3,Below average,Below average,Above average,1,0.00%,0.00,10.26,0.00
Enabled,"""deck resurfacing loudoun county""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing contractor],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[deck resurfacing near me],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,1,0,0.00%,USD,0,0.00,3,Below average,Average,Below average,0,0.00%,0.00,0,0.00
Enabled,"""deck resurfacing contractor""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,1,0,0.00%,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck resurfacing company""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""composite deck resurfacing""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""resurface deck with composite""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,"""deck resurfacing near me""",Phrase match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,2,0,0.00%,USD,0,0.00,3,Below average,Average,Below average,0,0.00%,0.00,0,0.00
Enabled,[resurface deck with composite],Exact match,SRCH | Replacement + Resurfacing | 3 Counties | Calls,Deck Resurfacing,Eligible,,https://www.ldndecks.com/services/deck-replacement/,0,0, --,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
Enabled,[custom deck builder near me],Exact match,Premium Composite Decks,Ad group 1,Not eligible,campaign paused,,"1,060",88,8.30%,USD,7.40,651.27, --, --, --, --,88,5.68%,5.00,7.40,130.25
Enabled,[trex deck installer],Exact match,Premium Composite Decks,Ad group 1,Not eligible,campaign paused,,107,8,7.48%,USD,6.25,49.96, --, --, --, --,8,0.00%,0.00,6.25,0.00
Enabled,[composite deck contractor],Exact match,Premium Composite Decks,Ad group 1,Not eligible,campaign paused,,321,25,7.79%,USD,7.86,196.59, --, --, --, --,25,12.00%,3.00,7.86,65.53
Enabled,[deck replacement contractor],Exact match,Premium Composite Decks,Ad group 1,Not eligible,campaign paused,,"2,570",132,5.14%,USD,10.65,1406.05,3,Below average,Average,Below average,132,7.58%,10.00,10.65,140.60
Enabled,[timbertech deck builder],Exact match,Premium Composite Decks,Ad group 1,Not eligible,campaign paused,,6,0,0.00%,USD,0,0.00, --, --, --, --,0,0.00%,0.00,0,0.00
 --,,Total: All but removed keywords, --, --, --,,,"8,514",473,5.56%,USD,9.39,4441.92, --, --, --, --,473,8.03%,38.00,9.39,116.89
,,Total: Keywords in your account,,,,,,"8,529",474,5.56%,USD,9.39,4451.45,,,,,474,8.02%,38.00,9.39,117.14
,,Total: Your keywords,,,,,,"2,145",114,5.31%,USD,10.17,1159.24,,,,,114,6.14%,7.00,10.17,165.61
,,Total: AI Max expanded matches,,,,,,"6,384",360,5.64%,USD,9.15,3292.21,,,,,360,8.61%,31.00,9.15,106.20
,,Total: AI Max landing page matches,,,,,,"3,242",128,3.95%,USD,8.31,1063.63,,,,,128,7.03%,9.00,8.31,118.18
,,Total: URL inclusions in your account,,,,,,5,0,0.00%,USD,0,0.00,,,,,0,0.00%,0.00,0,0.00
,,Total: Account,,,,,,"153,765","71,454",46.47%,USD,0.11,7633.40,,,,,"1,615",0.09%,62.00,4.73,123.12
,,Total: Demand Gen,,,,,,"20,089",856,4.26%,USD,0.07,60.26,,,,,158,0.00%,0.00,0.38,0.00
,,Total: Smart,,,,,,"15,724",248,1.58%,USD,0.84,208.79,,,,,248,0.81%,2.00,0.84,104.39
,,Total: Search,,,,,,"11,776",602,5.11%,USD,9.16,5515.08,,,,,602,7.81%,47.00,9.16,117.34
,,Total: Performance Max,,,,,,"106,176","69,748",65.69%,USD,0.03,1849.27,,,,,607,0.02%,13.00,3.05,142.25
